Dataset,Theme,Categories,SubCategories,URL,Date_of_check
Average Number Of Children Born By Age Group Of Citizen Ever-Married Females,Population,Births and Fertility,"Births, Crude Birth Rate (CBR), Total Fertility Rate (TFR) and Reproduction Rates",https://tablebuilder.singstat.gov.sg/table/TS/M810701,31/03/2024 12:08:59
Resident Ever-Married Females Aged 15 Years and Over,Population,Births and Fertility,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17410,31/03/2024 12:08:59
Death And Death Rates,Population,Death and Life Expectancy,"Deaths, Death Rates and Mortality",https://tablebuilder.singstat.gov.sg/table/TS/M810481,31/03/2024 12:08:59
Age-Specific Death Rates,Population,Death and Life Expectancy,"Deaths, Death Rates and Mortality",https://tablebuilder.singstat.gov.sg/table/TS/M810141,31/03/2024 12:08:59
Deaths By Ethnic Group And Sex,Population,Death and Life Expectancy,"Deaths, Death Rates and Mortality",https://tablebuilder.singstat.gov.sg/table/TS/M810121,31/03/2024 12:08:59
Infant Deaths By Ethnic Group And Sex,Population,Death and Life Expectancy,"Deaths, Death Rates and Mortality",https://tablebuilder.singstat.gov.sg/table/TS/M810111,31/03/2024 12:08:59
Deaths By Broad Groups Of Causes,Population,Death and Life Expectancy,"Deaths, Death Rates and Mortality",https://tablebuilder.singstat.gov.sg/table/TS/M810131,31/03/2024 12:08:59
Death By Types Of Mortality,Population,Death and Life Expectancy,"Deaths, Death Rates and Mortality",https://tablebuilder.singstat.gov.sg/table/TS/M920251,31/03/2024 12:08:59
Life Expectancy By Sex,Population,Death and Life Expectancy,Life Expectancy,https://tablebuilder.singstat.gov.sg/table/TS/M810501,31/03/2024 12:08:59
"Singapore Residents Aged 25 Years & Over By Highest Qualification Attained, Sex And Age Group",Population,"Education, Language Spoken and Literacy",Highest Qualification Attained (HQA),https://tablebuilder.singstat.gov.sg/table/TS/M850581,31/03/2024 12:08:59
Education Profile Of Singapore Residents Aged 25 Years & Over By Selected Highest Qualification Attained (%),Population,"Education, Language Spoken and Literacy",Highest Qualification Attained (HQA),https://tablebuilder.singstat.gov.sg/table/TS/M850701,31/03/2024 12:08:59
Mean Years Of Schooling,Population,"Education, Language Spoken and Literacy",Mean Years of Schooling,https://tablebuilder.singstat.gov.sg/table/TS/M850591,31/03/2024 12:08:59
Indicators On Education And Literacy,Population,"Education, Language Spoken and Literacy",Key Literacy and Proficiency Indicators,https://tablebuilder.singstat.gov.sg/table/TS/M850001,31/03/2024 12:08:59
Proportion Of Students Achieving At Least A Minimum Proficiency In Reading And Mathematics By Level And Sex,Population,"Education, Language Spoken and Literacy",Key Literacy and Proficiency Indicators,https://tablebuilder.singstat.gov.sg/table/TS/M850671,31/03/2024 12:08:59
Resident Population Aged 5 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17446,31/03/2024 12:08:59
Resident Students Aged 5 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17457,31/03/2024 12:08:59
Resident Population Aged 15 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17452,31/03/2024 12:08:59
Resident Students Aged 10 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/6557,31/03/2024 12:08:59
Resident Students Aged 15 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17433,31/03/2024 12:08:59
Resident Polytechnic Diploma Graduates Aged 15 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17423,31/03/2024 12:08:59
Resident University Graduates Aged 15 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17424,31/03/2024 12:08:59
Resident Population Aged 15 Years and Over With Below Polytechnic Qualification,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8691,31/03/2024 12:08:59
Resident Population Aged 15 Years and Over With Below Polytechnic Qualification Who Acquired Vocational Qualification,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8693,31/03/2024 12:08:59
Resident Population Aged 5 Years and Over Born Outside Singapore,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/5955,31/03/2024 12:08:59
Resident Population Aged 15 Years and Over Born Outside Singapore,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8889,31/03/2024 12:08:59
"Combined And Gross Enrolment Ratio For Primary, Secondary & Tertiary Education",Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850681,31/03/2024 12:08:59
Enrolment In Arts Institution By Course And Level,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850611,31/03/2024 12:08:59
Enrolment In Educational Institutions,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850251,31/03/2024 12:08:59
Enrolment In Government And Government-Aided Primary Schools By Level And Age,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850411,31/03/2024 12:08:59
"Enrolment In Government, Government-Aided, Independent, Specialised Independent And Specialised Secondary Schools And Junior Colleges By Level And Age",Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850241,31/03/2024 12:08:59
Enrolment In Higher Degree Courses By Type Of Course,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850531,31/03/2024 12:08:59
Enrolment In Polytechnic Advanced Diploma Courses By Type Of Course,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850521,31/03/2024 12:08:59
Enrolment In Polytechnic Diploma Courses By Type Of Course And Sex,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850481,31/03/2024 12:08:59
Enrolment In University First Degree Courses By Type Of Course And Sex,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850491,31/03/2024 12:08:59
Number Of Full-Time Polytechnic Students Enrolment By Sex,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850741,31/03/2024 12:08:59
Number Of Full-Time University Students Enrolment By Sex,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850771,31/03/2024 12:08:59
"Total Net Enrolment Rate, Gender Parity Index, And Pupil-Teacher Ratio For Primary And Secondary Education",Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850691,31/03/2024 12:08:59
Graduates From Arts Institution By Course And Level,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850621,31/03/2024 12:08:59
Graduates From Higher Degree Courses By Type Of Course,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850551,31/03/2024 12:08:59
Graduates From Polytechnic Advanced Diploma Courses By Type Of Course,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850541,31/03/2024 12:08:59
Graduates From Polytechnic Diploma Courses By Type Of Course And Sex,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850501,31/03/2024 12:08:59
Graduates From University First Degree Courses By Type Of Course And Sex,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850511,31/03/2024 12:08:59
Number Of Full-Time ITE Students Graduates By Sex,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850721,31/03/2024 12:08:59
Number Of Full-Time Polytechnic Students Graduates By Sex,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850751,31/03/2024 12:08:59
Number Of Full-Time University Graduates By Sex,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850781,31/03/2024 12:08:59
Number Of Full-Time ITE Students Intake By Sex,Population,"Education, Language Spoken and Literacy",Intake,https://tablebuilder.singstat.gov.sg/table/TS/M850711,31/03/2024 12:08:59
Number Of Full-Time Polytechnic Students Intake By Sex,Population,"Education, Language Spoken and Literacy",Intake,https://tablebuilder.singstat.gov.sg/table/TS/M850731,31/03/2024 12:08:59
Number Of Full-Time University Students Intake By Sex,Population,"Education, Language Spoken and Literacy",Intake,https://tablebuilder.singstat.gov.sg/table/TS/M850761,31/03/2024 12:08:59
Gross Intake Ratio To The Last Grade Of Primary Education And Lower Secondary General Education,Population,"Education, Language Spoken and Literacy",School Stage Completion or Graduation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M920041,31/03/2024 12:08:59
Percentage Of A-Level Students With At Least 3 H2 Passes And Pass In General Paper Or Knowledge And Inquiry,Population,"Education, Language Spoken and Literacy",School Stage Completion or Graduation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M920231,31/03/2024 12:08:59
Percentage Of N-Level Students Who Progressed To Post-Secondary Education,Population,"Education, Language Spoken and Literacy",School Stage Completion or Graduation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M920211,31/03/2024 12:08:59
Percentage Of O-Level Students Who Progressed To Post-Secondary Education,Population,"Education, Language Spoken and Literacy",School Stage Completion or Graduation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M920221,31/03/2024 12:08:59
Percentage Of P1 Cohort Eligible For Secondary School,Population,"Education, Language Spoken and Literacy",School Stage Completion or Graduation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M920191,31/03/2024 12:08:59
Percentage Of P1 Cohort That Progressed To Post-Secondary Education,Population,"Education, Language Spoken and Literacy",School Stage Completion or Graduation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M920201,31/03/2024 12:08:59
"Number Of Principals By Level, School Type And Sex",Population,"Education, Language Spoken and Literacy","Schools, Students and Education Officers",https://tablebuilder.singstat.gov.sg/table/TS/M850661,31/03/2024 12:08:59
Number Of Schools By Level And Type,Population,"Education, Language Spoken and Literacy","Schools, Students and Education Officers",https://tablebuilder.singstat.gov.sg/table/TS/M850631,31/03/2024 12:08:59
"Number Of Teachers By Level, School Type And Sex",Population,"Education, Language Spoken and Literacy","Schools, Students and Education Officers",https://tablebuilder.singstat.gov.sg/table/TS/M850641,31/03/2024 12:08:59
"Number Of Vice-Principals By Level, School Type And Sex",Population,"Education, Language Spoken and Literacy","Schools, Students and Education Officers",https://tablebuilder.singstat.gov.sg/table/TS/M850651,31/03/2024 12:08:59
Principals,Population,"Education, Language Spoken and Literacy","Schools, Students and Education Officers",https://tablebuilder.singstat.gov.sg/table/TS/M850601,31/03/2024 12:08:59
Students And Teachers In Educational Institutions,Population,"Education, Language Spoken and Literacy","Schools, Students and Education Officers",https://tablebuilder.singstat.gov.sg/table/TS/M850261,31/03/2024 12:08:59
Intake Of Students/Trainees Under The Full-Time Institutional Training And Traineeship Programmes And Students/Trainees Who Completed The Programmes,Population,"Education, Language Spoken and Literacy",Training,https://tablebuilder.singstat.gov.sg/table/TS/M850561,31/03/2024 12:08:59
Training Places Taken Up Under The Skills Training And Continuing Academic Education Programmes And Persons Who Completed The Programmes,Population,"Education, Language Spoken and Literacy",Training,https://tablebuilder.singstat.gov.sg/table/TS/M850571,31/03/2024 12:08:59
Government Expenditure On Education,Population,"Education, Language Spoken and Literacy",Government Expenditure on Education,https://tablebuilder.singstat.gov.sg/table/TS/M850011,31/03/2024 12:08:59
Government Recurrent Expenditure On Education Per Student,Population,"Education, Language Spoken and Literacy",Government Expenditure on Education,https://tablebuilder.singstat.gov.sg/table/TS/M850291,31/03/2024 12:08:59
Resident Population Aged 15 Years and Over,Population,Religion,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17458,31/03/2024 12:08:59
Resident Population Aged 15 Years and Over Born Outside Singapore,Population,Religion,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/6361,31/03/2024 12:08:59
Resident Students Aged 5 Years and Over,Population,Mode of Transport,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17598,31/03/2024 12:08:59
Employed Residents Aged 15 Years and Over,Population,Mode of Transport,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17614,31/03/2024 12:08:59
Resident Working Persons Aged 15 Years and Over,Population,Mode of Transport,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8347,31/03/2024 12:08:59
Resident Population Aged 5 Years and Over,Population,Difficulty Performing Basic Activities,Census of Population,https://tablebuilder.singstat.gov.sg/table/CT/17615,31/03/2024 12:08:59
Resident Students Aged 5 Years and Over,Population,Difficulty Performing Basic Activities,Census of Population,https://tablebuilder.singstat.gov.sg/table/CT/17621,31/03/2024 12:08:59
Resident Employed Persons Aged 15 Years and Over,Population,Difficulty Performing Basic Activities,Census of Population,https://tablebuilder.singstat.gov.sg/table/CT/17629,31/03/2024 12:08:59
Resident Population Aged 15 Years and Over,Population,Difficulty Performing Basic Activities,Census of Population,https://tablebuilder.singstat.gov.sg/table/CT/17625,31/03/2024 12:08:59
Resident Households,Population,Difficulty Performing Basic Activities,Census of Population,https://tablebuilder.singstat.gov.sg/table/CT/17655,31/03/2024 12:08:59
Resident Population Aged 65 Years and Over in Resident Households,Population,Difficulty Performing Basic Activities,Census of Population,https://tablebuilder.singstat.gov.sg/table/CT/17619,31/03/2024 12:08:59
Key Indicators On The Elderly,Population,"Elderly, Youth and Gender Profile",Elderly,https://tablebuilder.singstat.gov.sg/table/TS/M810611,31/03/2024 12:08:59
Resident Population Aged 65 Years and Over in Resident Households,Population,"Elderly, Youth and Gender Profile",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8296,31/03/2024 12:08:59
Key Indicators On The Youth,Population,"Elderly, Youth and Gender Profile",Youth,https://tablebuilder.singstat.gov.sg/table/TS/M810621,31/03/2024 12:08:59
Key Indicators On Gender,Population,"Elderly, Youth and Gender Profile",Gender,https://tablebuilder.singstat.gov.sg/table/TS/M810631,31/03/2024 12:08:59
Average Monthly Household Expenditure Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16631,31/03/2024 12:08:59
Average Monthly Household Expenditure Among Resident Households By Type Of Goods And Services,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/TS/M212981,31/03/2024 12:08:59
Average Monthly Household Expenditure Among Resident Households Comprising Solely Non-Working Persons Aged 65 Years and Over,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16524,31/03/2024 12:08:59
Average Monthly Household Expenditure Per Household Member Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16450,31/03/2024 12:08:59
Average Monthly Household Expenditure Per Household Member Among Resident Households Comprising Solely Non-Working Persons Aged 65 Years and Over,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16516,31/03/2024 12:08:59
Average Monthly Household Income (excluding Employer CPF) Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16482,31/03/2024 12:08:59
Average Monthly Household Income Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16494,31/03/2024 12:08:59
Average Monthly Household Income From Each Source Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16487,31/03/2024 12:08:59
Average Monthly Household Income From Each Source Among Resident Households Comprising Solely Non-Working Persons Aged 65 Years and Over,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16523,31/03/2024 12:08:59
Average Monthly Household Online Expenditure Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16522,31/03/2024 12:08:59
Distribution of Monthly Household Expenditure Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16466,31/03/2024 12:08:59
Distribution Of Monthly Household Expenditure By Type Of Goods And Services,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/TS/M212151,31/03/2024 12:08:59
Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16503,31/03/2024 12:08:59
Resident Households with Specified Consumer Durables/Services,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/17661,31/03/2024 12:08:59
Average and Median Monthly Household Income from Work Among Resident and Resident Employed Households,Households,Household Income,Average and Median Household Income from Work,https://tablebuilder.singstat.gov.sg/table/CT/17870,31/03/2024 12:08:59
Average and Median Monthly Household Income from Work Per Household Member Among Resident and Resident Employed Households,Households,Household Income,Average and Median Household Income from Work,https://tablebuilder.singstat.gov.sg/table/CT/17872,31/03/2024 12:08:59
Change in Average and Median Monthly Household Income from Work Among Resident and Resident Employed Households,Households,Household Income,Average and Median Household Income from Work,https://tablebuilder.singstat.gov.sg/table/CT/17871,31/03/2024 12:08:59
Change in Average and Median Monthly Household Income from Work Per Household Member Among Resident and Resident Employed Households,Households,Household Income,Average and Median Household Income from Work,https://tablebuilder.singstat.gov.sg/table/CT/17873,31/03/2024 12:08:59
Average Monthly Household Income from Work (Excluding Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17900,31/03/2024 12:08:59
Average Monthly Household Income from Work (Including Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17874,31/03/2024 12:08:59
Average Monthly Household Income from Work Per Household Member (Excluding Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17903,31/03/2024 12:08:59
Average Monthly Household Income from Work Per Household Member (Including Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17877,31/03/2024 12:08:59
Nominal Change in Average Monthly Household Income from Work (Excluding Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17901,31/03/2024 12:08:59
Nominal Change in Average Monthly Household Income from Work (Including Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17875,31/03/2024 12:08:59
Nominal Change in Average Monthly Household Income from Work Per Household Member (Excluding Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17904,31/03/2024 12:08:59
Nominal Change in Average Monthly Household Income from Work Per Household Member (Including Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17884,31/03/2024 12:08:59
Real Change in Average Monthly Household Income from Work (Excluding Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17908,31/03/2024 12:08:59
Real Change in Average Monthly Household Income from Work (Including Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17882,31/03/2024 12:08:59
Real Change in Average Monthly Household Income from Work Per Household Member (Excluding Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17905,31/03/2024 12:08:59
Real Change in Average Monthly Household Income from Work Per Household Member (Including Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17885,31/03/2024 12:08:59
Monthly Household Income from Work Among Resident Employed Households at Selected Percentiles,Households,Household Income,Household Income from Work at Selected Percentiles,https://tablebuilder.singstat.gov.sg/table/CT/17886,31/03/2024 12:08:59
Monthly Household Income from Work Per Household Member Among Resident Employed Households at Selected Percentiles,Households,Household Income,Household Income from Work at Selected Percentiles,https://tablebuilder.singstat.gov.sg/table/CT/17889,31/03/2024 12:08:59
Nominal Change in Monthly Household Income from Work Among Resident Employed Households at Selected Percentiles,Households,Household Income,Household Income from Work at Selected Percentiles,https://tablebuilder.singstat.gov.sg/table/CT/17887,31/03/2024 12:08:59
Nominal Change in Monthly Household Income from Work Per Household Member Among Resident Employed Households at Selected Percentiles,Households,Household Income,Household Income from Work at Selected Percentiles,https://tablebuilder.singstat.gov.sg/table/CT/17890,31/03/2024 12:08:59
Real Change in Monthly Household Income from Work Among Resident Employed Households at Selected Percentiles,Households,Household Income,Household Income from Work at Selected Percentiles,https://tablebuilder.singstat.gov.sg/table/CT/17888,31/03/2024 12:08:59
Real Change in Monthly Household Income from Work Per Household Member Among Resident Employed Households at Selected Percentiles,Households,Household Income,Household Income from Work at Selected Percentiles,https://tablebuilder.singstat.gov.sg/table/CT/17891,31/03/2024 12:08:59
Average Annual Government Taxes Per Household Member Among Resident Households,Households,Household Income,Government Transfers and Taxes,https://tablebuilder.singstat.gov.sg/table/CT/17921,31/03/2024 12:08:59
Average Annual Government Transfers and Taxes Per Household Member Among Resident Households,Households,Household Income,Government Transfers and Taxes,https://tablebuilder.singstat.gov.sg/table/CT/17922,31/03/2024 12:08:59
Average Annual Government Transfers Per Household Member Among Resident Households,Households,Household Income,Government Transfers and Taxes,https://tablebuilder.singstat.gov.sg/table/CT/17920,31/03/2024 12:08:59
Average Household Size of Resident and Resident Employed Households,Households,Household Income,Household Characteristics,https://tablebuilder.singstat.gov.sg/table/CT/17863,31/03/2024 12:08:59
Average Number of Employed Persons Among Resident and Resident Employed Households,Households,Household Income,Household Characteristics,https://tablebuilder.singstat.gov.sg/table/CT/17864,31/03/2024 12:08:59
Resident Households,Households,Household Income,Household Characteristics,https://tablebuilder.singstat.gov.sg/table/CT/17861,31/03/2024 12:08:59
Gini Coefficient Among Resident Employed Households,Households,Household Income,Income Inequality,https://tablebuilder.singstat.gov.sg/table/CT/17918,31/03/2024 12:08:59
Ratio of Monthly Household Income from Work Per Household Member at the 90th Percentile to 10th Percentile Among Resident Employed Households,Households,Household Income,Income Inequality,https://tablebuilder.singstat.gov.sg/table/CT/17919,31/03/2024 12:08:59
Key Indicators On Household Income From Work Among Resident Employed Households,Households,Household Income,Key Indicators On Household Income From Work,https://tablebuilder.singstat.gov.sg/table/TS/M810361,31/03/2024 12:08:59
Resident Working Persons Aged 15 Years and Over,Households,Household Income,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8789,31/03/2024 12:08:59
Resident Households,Households,Household Income,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17503,31/03/2024 12:08:59
Resident Households By Household Size,Households,Households,Resident Households,https://tablebuilder.singstat.gov.sg/table/TS/M810371,31/03/2024 12:08:59
Resident Households By Household Size And Floor Area Of Residence,Households,Households,Resident Households,https://tablebuilder.singstat.gov.sg/table/TS/M810751,31/03/2024 12:08:59
Resident Households By Type Of Dwelling,Households,Households,Resident Households,https://tablebuilder.singstat.gov.sg/table/TS/M810351,31/03/2024 12:08:59
Resident Households By Tenancy,Households,Households,Resident Households,https://tablebuilder.singstat.gov.sg/table/TS/M810401,31/03/2024 12:08:59
Resident Households By Age Group Of Household Reference Person And Household Living Arrangement,Households,Households,Resident Households,https://tablebuilder.singstat.gov.sg/table/TS/M810651,31/03/2024 12:08:59
Resident Households By Household Living Arrangement And Age Group Of Youngest Child,Households,Households,Resident Households,https://tablebuilder.singstat.gov.sg/table/TS/M810661,31/03/2024 12:08:59
Married Couples in Resident Households,Households,Households,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17540,31/03/2024 12:08:59
Resident Households Which Shifted House Between 1991 and 2000,Households,Households,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/9095,31/03/2024 12:08:59
Resident Households,Households,Households,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17472,31/03/2024 12:08:59
Availability Of Selected Consumer Durables/Service,Households,Households With Consumer Durables/ Services,Availability of Selected Consumer Durables/ Services,https://tablebuilder.singstat.gov.sg/table/TS/M211241,31/03/2024 12:08:59
Annual Receipts Of Charities By Sector And Source,Society,Community Services,Charities,https://tablebuilder.singstat.gov.sg/table/TS/M891151,31/03/2024 12:08:59
Number Of Charities By Sector,Society,Community Services,Charities,https://tablebuilder.singstat.gov.sg/table/TS/M891171,31/03/2024 12:08:59
Tax Deductible Donations By Sector,Society,Community Services,Charities,https://tablebuilder.singstat.gov.sg/table/TS/M891181,31/03/2024 12:08:59
Total Donations By Sector,Society,Community Services,Charities,https://tablebuilder.singstat.gov.sg/table/TS/M891191,31/03/2024 12:08:59
Grassroots Organisations (End Of Period),Society,Community Services,Grassroots Organisations,https://tablebuilder.singstat.gov.sg/table/TS/M890301,31/03/2024 12:08:59
Number Of Male And Female Grassroots Leaders/Grassroots Members Serving In Grassroots Organisation Under People's Association,Society,Community Services,Grassroots Organisations,https://tablebuilder.singstat.gov.sg/table/TS/M920271,31/03/2024 12:08:59
Residents In Homes For The Aged By Type Of Organisation And Sex (End Of Period),Society,Community Services,Seniors,https://tablebuilder.singstat.gov.sg/table/TS/M890221,31/03/2024 12:08:59
Senior Activity Centres And Active Ageing Centres,Society,Community Services,Seniors,https://tablebuilder.singstat.gov.sg/table/TS/M890851,31/03/2024 12:08:59
Family Service Centres,Society,Community Services,Social and Family Services,https://tablebuilder.singstat.gov.sg/table/TS/M890571,31/03/2024 12:08:59
Number And Capacity Of Student Care Centres,Society,Community Services,Social and Family Services,https://tablebuilder.singstat.gov.sg/table/TS/M891361,31/03/2024 12:08:59
Number And Enrolment In Kindergartens,Society,Community Services,Social and Family Services,https://tablebuilder.singstat.gov.sg/table/TS/M890711,31/03/2024 12:08:59
"Number, Capacity And Enrolment In Child Care Centres",Society,Community Services,Social and Family Services,https://tablebuilder.singstat.gov.sg/table/TS/M890701,31/03/2024 12:08:59
Comcare Schemes,Society,Community Services,Social Assistance and Support,https://tablebuilder.singstat.gov.sg/table/TS/M891241,31/03/2024 12:08:59
Home Ownership Plus Education Scheme Approvals,Society,Community Services,Social Assistance and Support,https://tablebuilder.singstat.gov.sg/table/TS/M890811,31/03/2024 12:08:59
Number Of Households On Comcare Long-Term Assistance By Gender Of Main Applicant,Society,Community Services,Social Assistance and Support,https://tablebuilder.singstat.gov.sg/table/TS/M891391,31/03/2024 12:08:59
Proportion Of Volunteers By Sex,Society,Community Services,Volunteers and Volunteer Groups,https://tablebuilder.singstat.gov.sg/table/TS/M891331,31/03/2024 12:08:59
Volunteers (End Of Period),Society,Community Services,Volunteers and Volunteer Groups,https://tablebuilder.singstat.gov.sg/table/TS/M890291,31/03/2024 12:08:59
