Dataset,Theme,Categories,SubCategories,URL,Date_of_check
Citizen Ever-Married Females By Age Group And Number Of Children Born,Population,Births and Fertility,"Births, Crude Birth Rate (CBR), Total Fertility Rate (TFR) and Reproduction Rates",https://tablebuilder.singstat.gov.sg/table/TS/M810721,17/03/2024 20:28:35
Average Number Of Children Born By Age Group Of Citizen Ever-Married Females,Population,Births and Fertility,"Births, Crude Birth Rate (CBR), Total Fertility Rate (TFR) and Reproduction Rates",https://tablebuilder.singstat.gov.sg/table/TS/M810701,17/03/2024 20:28:35
Resident Ever-Married Females Aged 15 Years and Over,Population,Births and Fertility,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17410,17/03/2024 20:28:35
Death And Death Rates,Population,Death and Life Expectancy,"Deaths, Death Rates and Mortality",https://tablebuilder.singstat.gov.sg/table/TS/M810481,17/03/2024 20:28:35
Age-Specific Death Rates,Population,Death and Life Expectancy,"Deaths, Death Rates and Mortality",https://tablebuilder.singstat.gov.sg/table/TS/M810141,17/03/2024 20:28:35
Deaths By Ethnic Group And Sex,Population,Death and Life Expectancy,"Deaths, Death Rates and Mortality",https://tablebuilder.singstat.gov.sg/table/TS/M810121,17/03/2024 20:28:35
Infant Deaths By Ethnic Group And Sex,Population,Death and Life Expectancy,"Deaths, Death Rates and Mortality",https://tablebuilder.singstat.gov.sg/table/TS/M810111,17/03/2024 20:28:35
Deaths By Broad Groups Of Causes,Population,Death and Life Expectancy,"Deaths, Death Rates and Mortality",https://tablebuilder.singstat.gov.sg/table/TS/M810131,17/03/2024 20:28:35
Death By Types Of Mortality,Population,Death and Life Expectancy,"Deaths, Death Rates and Mortality",https://tablebuilder.singstat.gov.sg/table/TS/M920251,17/03/2024 20:28:35
Life Expectancy By Sex,Population,Death and Life Expectancy,Life Expectancy,https://tablebuilder.singstat.gov.sg/table/TS/M810501,17/03/2024 20:28:35
"Singapore Residents Aged 25 Years & Over By Highest Qualification Attained, Sex And Age Group",Population,"Education, Language Spoken and Literacy",Highest Qualification Attained (HQA),https://tablebuilder.singstat.gov.sg/table/TS/M850581,17/03/2024 20:28:35
Education Profile Of Singapore Residents Aged 25 Years & Over By Selected Highest Qualification Attained (%),Population,"Education, Language Spoken and Literacy",Highest Qualification Attained (HQA),https://tablebuilder.singstat.gov.sg/table/TS/M850701,17/03/2024 20:28:35
Mean Years Of Schooling,Population,"Education, Language Spoken and Literacy",Mean Years of Schooling,https://tablebuilder.singstat.gov.sg/table/TS/M850591,17/03/2024 20:28:35
Indicators On Education And Literacy,Population,"Education, Language Spoken and Literacy",Key Literacy and Proficiency Indicators,https://tablebuilder.singstat.gov.sg/table/TS/M850001,17/03/2024 20:28:35
Proportion Of Students Achieving At Least A Minimum Proficiency In Reading And Mathematics By Level And Sex,Population,"Education, Language Spoken and Literacy",Key Literacy and Proficiency Indicators,https://tablebuilder.singstat.gov.sg/table/TS/M850671,17/03/2024 20:28:35
Resident Population Aged 5 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17446,17/03/2024 20:28:35
Resident Students Aged 5 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17457,17/03/2024 20:28:35
Resident Population Aged 15 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17452,17/03/2024 20:28:35
Resident Students Aged 10 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/6557,17/03/2024 20:28:35
Resident Students Aged 15 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17433,17/03/2024 20:28:35
Resident Polytechnic Diploma Graduates Aged 15 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17423,17/03/2024 20:28:35
Resident University Graduates Aged 15 Years and Over,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17424,17/03/2024 20:28:35
Resident Population Aged 15 Years and Over With Below Polytechnic Qualification,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8691,17/03/2024 20:28:35
Resident Population Aged 15 Years and Over With Below Polytechnic Qualification Who Acquired Vocational Qualification,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8693,17/03/2024 20:28:35
Resident Population Aged 5 Years and Over Born Outside Singapore,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/5955,17/03/2024 20:28:35
Resident Population Aged 15 Years and Over Born Outside Singapore,Population,"Education, Language Spoken and Literacy",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8889,17/03/2024 20:28:35
"Combined And Gross Enrolment Ratio For Primary, Secondary & Tertiary Education",Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850681,17/03/2024 20:28:35
Enrolment In Arts Institution By Course And Level,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850611,17/03/2024 20:28:35
Enrolment In Educational Institutions,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850251,17/03/2024 20:28:35
Enrolment In Government And Government-Aided Primary Schools By Level And Age,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850411,17/03/2024 20:28:35
"Enrolment In Government, Government-Aided, Independent, Specialised Independent And Specialised Secondary Schools And Junior Colleges By Level And Age",Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850241,17/03/2024 20:28:35
Enrolment In Higher Degree Courses By Type Of Course,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850531,17/03/2024 20:28:35
Enrolment In Polytechnic Advanced Diploma Courses By Type Of Course,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850521,17/03/2024 20:28:35
Enrolment In Polytechnic Diploma Courses By Type Of Course And Sex,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850481,17/03/2024 20:28:35
Enrolment In University First Degree Courses By Type Of Course And Sex,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850491,17/03/2024 20:28:35
Number Of Full-Time Polytechnic Students Enrolment By Sex,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850741,17/03/2024 20:28:35
Number Of Full-Time University Students Enrolment By Sex,Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850771,17/03/2024 20:28:35
"Total Net Enrolment Rate, Gender Parity Index, And Pupil-Teacher Ratio For Primary And Secondary Education",Population,"Education, Language Spoken and Literacy",Enrolment,https://tablebuilder.singstat.gov.sg/table/TS/M850691,17/03/2024 20:28:35
Graduates From Arts Institution By Course And Level,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850621,17/03/2024 20:28:35
Graduates From Higher Degree Courses By Type Of Course,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850551,17/03/2024 20:28:35
Graduates From Polytechnic Advanced Diploma Courses By Type Of Course,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850541,17/03/2024 20:28:35
Graduates From Polytechnic Diploma Courses By Type Of Course And Sex,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850501,17/03/2024 20:28:35
Graduates From University First Degree Courses By Type Of Course And Sex,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850511,17/03/2024 20:28:35
Number Of Full-Time ITE Students Graduates By Sex,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850721,17/03/2024 20:28:35
Number Of Full-Time Polytechnic Students Graduates By Sex,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850751,17/03/2024 20:28:35
Number Of Full-Time University Graduates By Sex,Population,"Education, Language Spoken and Literacy",Graduates,https://tablebuilder.singstat.gov.sg/table/TS/M850781,17/03/2024 20:28:35
Number Of Full-Time ITE Students Intake By Sex,Population,"Education, Language Spoken and Literacy",Intake,https://tablebuilder.singstat.gov.sg/table/TS/M850711,17/03/2024 20:28:35
Number Of Full-Time Polytechnic Students Intake By Sex,Population,"Education, Language Spoken and Literacy",Intake,https://tablebuilder.singstat.gov.sg/table/TS/M850731,17/03/2024 20:28:35
Number Of Full-Time University Students Intake By Sex,Population,"Education, Language Spoken and Literacy",Intake,https://tablebuilder.singstat.gov.sg/table/TS/M850761,17/03/2024 20:28:35
Gross Intake Ratio To The Last Grade Of Primary Education And Lower Secondary General Education,Population,"Education, Language Spoken and Literacy",School Stage Completion or Graduation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M920041,17/03/2024 20:28:35
Percentage Of A-Level Students With At Least 3 H2 Passes And Pass In General Paper Or Knowledge And Inquiry,Population,"Education, Language Spoken and Literacy",School Stage Completion or Graduation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M920231,17/03/2024 20:28:35
Percentage Of N-Level Students Who Progressed To Post-Secondary Education,Population,"Education, Language Spoken and Literacy",School Stage Completion or Graduation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M920211,17/03/2024 20:28:35
Percentage Of O-Level Students Who Progressed To Post-Secondary Education,Population,"Education, Language Spoken and Literacy",School Stage Completion or Graduation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M920221,17/03/2024 20:28:35
Percentage Of P1 Cohort Eligible For Secondary School,Population,"Education, Language Spoken and Literacy",School Stage Completion or Graduation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M920191,17/03/2024 20:28:35
Percentage Of P1 Cohort That Progressed To Post-Secondary Education,Population,"Education, Language Spoken and Literacy",School Stage Completion or Graduation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M920201,17/03/2024 20:28:35
"Number Of Principals By Level, School Type And Sex",Population,"Education, Language Spoken and Literacy","Schools, Students and Education Officers",https://tablebuilder.singstat.gov.sg/table/TS/M850661,17/03/2024 20:28:35
Number Of Schools By Level And Type,Population,"Education, Language Spoken and Literacy","Schools, Students and Education Officers",https://tablebuilder.singstat.gov.sg/table/TS/M850631,17/03/2024 20:28:35
"Number Of Teachers By Level, School Type And Sex",Population,"Education, Language Spoken and Literacy","Schools, Students and Education Officers",https://tablebuilder.singstat.gov.sg/table/TS/M850641,17/03/2024 20:28:35
"Number Of Vice-Principals By Level, School Type And Sex",Population,"Education, Language Spoken and Literacy","Schools, Students and Education Officers",https://tablebuilder.singstat.gov.sg/table/TS/M850651,17/03/2024 20:28:35
Principals,Population,"Education, Language Spoken and Literacy","Schools, Students and Education Officers",https://tablebuilder.singstat.gov.sg/table/TS/M850601,17/03/2024 20:28:35
Students And Teachers In Educational Institutions,Population,"Education, Language Spoken and Literacy","Schools, Students and Education Officers",https://tablebuilder.singstat.gov.sg/table/TS/M850261,17/03/2024 20:28:35
Intake Of Students/Trainees Under The Full-Time Institutional Training And Traineeship Programmes And Students/Trainees Who Completed The Programmes,Population,"Education, Language Spoken and Literacy",Training,https://tablebuilder.singstat.gov.sg/table/TS/M850561,17/03/2024 20:28:35
Training Places Taken Up Under The Skills Training And Continuing Academic Education Programmes And Persons Who Completed The Programmes,Population,"Education, Language Spoken and Literacy",Training,https://tablebuilder.singstat.gov.sg/table/TS/M850571,17/03/2024 20:28:35
Government Expenditure On Education,Population,"Education, Language Spoken and Literacy",Government Expenditure on Education,https://tablebuilder.singstat.gov.sg/table/TS/M850011,17/03/2024 20:28:35
Government Recurrent Expenditure On Education Per Student,Population,"Education, Language Spoken and Literacy",Government Expenditure on Education,https://tablebuilder.singstat.gov.sg/table/TS/M850291,17/03/2024 20:28:35
Resident Population Aged 15 Years and Over,Population,Religion,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17458,17/03/2024 20:28:35
Resident Population Aged 15 Years and Over Born Outside Singapore,Population,Religion,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/6361,17/03/2024 20:28:35
Resident Students Aged 5 Years and Over,Population,Mode of Transport,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17598,17/03/2024 20:28:35
Employed Residents Aged 15 Years and Over,Population,Mode of Transport,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17614,17/03/2024 20:28:35
Resident Working Persons Aged 15 Years and Over,Population,Mode of Transport,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8347,17/03/2024 20:28:35
Resident Population Aged 5 Years and Over,Population,Difficulty Performing Basic Activities,Census of Population,https://tablebuilder.singstat.gov.sg/table/CT/17615,17/03/2024 20:28:35
Resident Students Aged 5 Years and Over,Population,Difficulty Performing Basic Activities,Census of Population,https://tablebuilder.singstat.gov.sg/table/CT/17621,17/03/2024 20:28:35
Resident Employed Persons Aged 15 Years and Over,Population,Difficulty Performing Basic Activities,Census of Population,https://tablebuilder.singstat.gov.sg/table/CT/17629,17/03/2024 20:28:35
Resident Population Aged 15 Years and Over,Population,Difficulty Performing Basic Activities,Census of Population,https://tablebuilder.singstat.gov.sg/table/CT/17625,17/03/2024 20:28:35
Resident Households,Population,Difficulty Performing Basic Activities,Census of Population,https://tablebuilder.singstat.gov.sg/table/CT/17655,17/03/2024 20:28:35
Resident Population Aged 65 Years and Over in Resident Households,Population,Difficulty Performing Basic Activities,Census of Population,https://tablebuilder.singstat.gov.sg/table/CT/17619,17/03/2024 20:28:35
Key Indicators On The Elderly,Population,"Elderly, Youth and Gender Profile",Elderly,https://tablebuilder.singstat.gov.sg/table/TS/M810611,17/03/2024 20:28:35
Resident Population Aged 65 Years and Over in Resident Households,Population,"Elderly, Youth and Gender Profile",Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8296,17/03/2024 20:28:35
Key Indicators On The Youth,Population,"Elderly, Youth and Gender Profile",Youth,https://tablebuilder.singstat.gov.sg/table/TS/M810621,17/03/2024 20:28:35
Key Indicators On Gender,Population,"Elderly, Youth and Gender Profile",Gender,https://tablebuilder.singstat.gov.sg/table/TS/M810631,17/03/2024 20:28:35
Average Monthly Household Expenditure Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16631,17/03/2024 20:28:35
Average Monthly Household Expenditure Among Resident Households By Type Of Goods And Services,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/TS/M212981,17/03/2024 20:28:35
Average Monthly Household Expenditure Among Resident Households Comprising Solely Non-Working Persons Aged 65 Years and Over,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16524,17/03/2024 20:28:35
Average Monthly Household Expenditure Per Household Member Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16450,17/03/2024 20:28:35
Average Monthly Household Expenditure Per Household Member Among Resident Households Comprising Solely Non-Working Persons Aged 65 Years and Over,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16516,17/03/2024 20:28:35
Average Monthly Household Income (excluding Employer CPF) Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16482,17/03/2024 20:28:35
Average Monthly Household Income Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16494,17/03/2024 20:28:35
Average Monthly Household Income From Each Source Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16487,17/03/2024 20:28:35
Average Monthly Household Income From Each Source Among Resident Households Comprising Solely Non-Working Persons Aged 65 Years and Over,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16523,17/03/2024 20:28:35
Average Monthly Household Online Expenditure Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16522,17/03/2024 20:28:35
Distribution of Monthly Household Expenditure Among Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16466,17/03/2024 20:28:35
Distribution Of Monthly Household Expenditure By Type Of Goods And Services,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/TS/M212151,17/03/2024 20:28:35
Resident Households,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/16503,17/03/2024 20:28:35
Resident Households with Specified Consumer Durables/Services,Households,Household Expenditure,Household Expenditure Survey,https://tablebuilder.singstat.gov.sg/table/CT/17661,17/03/2024 20:28:35
Average and Median Monthly Household Income from Work Among Resident and Resident Employed Households,Households,Household Income,Average and Median Household Income from Work,https://tablebuilder.singstat.gov.sg/table/CT/17870,17/03/2024 20:28:35
Average and Median Monthly Household Income from Work Per Household Member Among Resident and Resident Employed Households,Households,Household Income,Average and Median Household Income from Work,https://tablebuilder.singstat.gov.sg/table/CT/17872,17/03/2024 20:28:35
Change in Average and Median Monthly Household Income from Work Among Resident and Resident Employed Households,Households,Household Income,Average and Median Household Income from Work,https://tablebuilder.singstat.gov.sg/table/CT/17871,17/03/2024 20:28:35
Change in Average and Median Monthly Household Income from Work Per Household Member Among Resident and Resident Employed Households,Households,Household Income,Average and Median Household Income from Work,https://tablebuilder.singstat.gov.sg/table/CT/17873,17/03/2024 20:28:35
Average Monthly Household Income from Work (Excluding Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17900,17/03/2024 20:28:35
Average Monthly Household Income from Work (Including Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17874,17/03/2024 20:28:35
Average Monthly Household Income from Work Per Household Member (Excluding Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17903,17/03/2024 20:28:35
Average Monthly Household Income from Work Per Household Member (Including Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17877,17/03/2024 20:28:35
Nominal Change in Average Monthly Household Income from Work (Excluding Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17901,17/03/2024 20:28:35
Nominal Change in Average Monthly Household Income from Work (Including Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17875,17/03/2024 20:28:35
Nominal Change in Average Monthly Household Income from Work Per Household Member (Excluding Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17904,17/03/2024 20:28:35
Nominal Change in Average Monthly Household Income from Work Per Household Member (Including Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17884,17/03/2024 20:28:35
Real Change in Average Monthly Household Income from Work (Excluding Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17908,17/03/2024 20:28:35
Real Change in Average Monthly Household Income from Work (Including Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17882,17/03/2024 20:28:35
Real Change in Average Monthly Household Income from Work Per Household Member (Excluding Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17905,17/03/2024 20:28:35
Real Change in Average Monthly Household Income from Work Per Household Member (Including Employer CPF Contributions) Among Resident Employed Households,Households,Household Income,Average Household Income from Work by Type of Dwelling/Deciles,https://tablebuilder.singstat.gov.sg/table/CT/17885,17/03/2024 20:28:35
Monthly Household Income from Work Among Resident Employed Households at Selected Percentiles,Households,Household Income,Household Income from Work at Selected Percentiles,https://tablebuilder.singstat.gov.sg/table/CT/17886,17/03/2024 20:28:35
Monthly Household Income from Work Per Household Member Among Resident Employed Households at Selected Percentiles,Households,Household Income,Household Income from Work at Selected Percentiles,https://tablebuilder.singstat.gov.sg/table/CT/17889,17/03/2024 20:28:35
Nominal Change in Monthly Household Income from Work Among Resident Employed Households at Selected Percentiles,Households,Household Income,Household Income from Work at Selected Percentiles,https://tablebuilder.singstat.gov.sg/table/CT/17887,17/03/2024 20:28:35
Nominal Change in Monthly Household Income from Work Per Household Member Among Resident Employed Households at Selected Percentiles,Households,Household Income,Household Income from Work at Selected Percentiles,https://tablebuilder.singstat.gov.sg/table/CT/17890,17/03/2024 20:28:35
Real Change in Monthly Household Income from Work Among Resident Employed Households at Selected Percentiles,Households,Household Income,Household Income from Work at Selected Percentiles,https://tablebuilder.singstat.gov.sg/table/CT/17888,17/03/2024 20:28:35
Real Change in Monthly Household Income from Work Per Household Member Among Resident Employed Households at Selected Percentiles,Households,Household Income,Household Income from Work at Selected Percentiles,https://tablebuilder.singstat.gov.sg/table/CT/17891,17/03/2024 20:28:35
Average Annual Government Taxes Per Household Member Among Resident Households,Households,Household Income,Government Transfers and Taxes,https://tablebuilder.singstat.gov.sg/table/CT/17921,17/03/2024 20:28:35
Average Annual Government Transfers and Taxes Per Household Member Among Resident Households,Households,Household Income,Government Transfers and Taxes,https://tablebuilder.singstat.gov.sg/table/CT/17922,17/03/2024 20:28:35
Average Annual Government Transfers Per Household Member Among Resident Households,Households,Household Income,Government Transfers and Taxes,https://tablebuilder.singstat.gov.sg/table/CT/17920,17/03/2024 20:28:35
Average Household Size of Resident and Resident Employed Households,Households,Household Income,Household Characteristics,https://tablebuilder.singstat.gov.sg/table/CT/17863,17/03/2024 20:28:35
Average Number of Employed Persons Among Resident and Resident Employed Households,Households,Household Income,Household Characteristics,https://tablebuilder.singstat.gov.sg/table/CT/17864,17/03/2024 20:28:35
Resident Households,Households,Household Income,Household Characteristics,https://tablebuilder.singstat.gov.sg/table/CT/17861,17/03/2024 20:28:35
Gini Coefficient Among Resident Employed Households,Households,Household Income,Income Inequality,https://tablebuilder.singstat.gov.sg/table/CT/17918,17/03/2024 20:28:35
Ratio of Monthly Household Income from Work Per Household Member at the 90th Percentile to 10th Percentile Among Resident Employed Households,Households,Household Income,Income Inequality,https://tablebuilder.singstat.gov.sg/table/CT/17919,17/03/2024 20:28:35
Key Indicators On Household Income From Work Among Resident Employed Households,Households,Household Income,Key Indicators On Household Income From Work,https://tablebuilder.singstat.gov.sg/table/TS/M810361,17/03/2024 20:28:35
Resident Working Persons Aged 15 Years and Over,Households,Household Income,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8789,17/03/2024 20:28:35
Resident Households,Households,Household Income,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17503,17/03/2024 20:28:35
Resident Households By Household Size,Households,Households,Resident Households,https://tablebuilder.singstat.gov.sg/table/TS/M810371,17/03/2024 20:28:35
Resident Households By Household Size And Floor Area Of Residence,Households,Households,Resident Households,https://tablebuilder.singstat.gov.sg/table/TS/M810751,17/03/2024 20:28:35
Resident Households By Type Of Dwelling,Households,Households,Resident Households,https://tablebuilder.singstat.gov.sg/table/TS/M810351,17/03/2024 20:28:35
Resident Households By Tenancy,Households,Households,Resident Households,https://tablebuilder.singstat.gov.sg/table/TS/M810401,17/03/2024 20:28:35
Resident Households By Age Group Of Household Reference Person And Household Living Arrangement,Households,Households,Resident Households,https://tablebuilder.singstat.gov.sg/table/TS/M810651,17/03/2024 20:28:35
Resident Households By Household Living Arrangement And Age Group Of Youngest Child,Households,Households,Resident Households,https://tablebuilder.singstat.gov.sg/table/TS/M810661,17/03/2024 20:28:35
Married Couples in Resident Households,Households,Households,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17540,17/03/2024 20:28:35
Resident Households Which Shifted House Between 1991 and 2000,Households,Households,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/9095,17/03/2024 20:28:35
Resident Households,Households,Households,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17472,17/03/2024 20:28:35
Availability Of Selected Consumer Durables/Service,Households,Households With Consumer Durables/ Services,Availability of Selected Consumer Durables/ Services,https://tablebuilder.singstat.gov.sg/table/TS/M211241,17/03/2024 20:28:35
Annual Receipts Of Charities By Sector And Source,Society,Community Services,Charities,https://tablebuilder.singstat.gov.sg/table/TS/M891151,17/03/2024 20:28:35
Number Of Charities By Sector,Society,Community Services,Charities,https://tablebuilder.singstat.gov.sg/table/TS/M891171,17/03/2024 20:28:35
Tax Deductible Donations By Sector,Society,Community Services,Charities,https://tablebuilder.singstat.gov.sg/table/TS/M891181,17/03/2024 20:28:35
Total Donations By Sector,Society,Community Services,Charities,https://tablebuilder.singstat.gov.sg/table/TS/M891191,17/03/2024 20:28:35
Grassroots Organisations (End Of Period),Society,Community Services,Grassroots Organisations,https://tablebuilder.singstat.gov.sg/table/TS/M890301,17/03/2024 20:28:35
Number Of Male And Female Grassroots Leaders/Grassroots Members Serving In Grassroots Organisation Under People's Association,Society,Community Services,Grassroots Organisations,https://tablebuilder.singstat.gov.sg/table/TS/M920271,17/03/2024 20:28:35
Residents In Homes For The Aged By Type Of Organisation And Sex (End Of Period),Society,Community Services,Seniors,https://tablebuilder.singstat.gov.sg/table/TS/M890221,17/03/2024 20:28:35
Senior Activity Centres And Active Ageing Centres,Society,Community Services,Seniors,https://tablebuilder.singstat.gov.sg/table/TS/M890851,17/03/2024 20:28:35
Family Service Centres,Society,Community Services,Social and Family Services,https://tablebuilder.singstat.gov.sg/table/TS/M890571,17/03/2024 20:28:35
Number And Capacity Of Student Care Centres,Society,Community Services,Social and Family Services,https://tablebuilder.singstat.gov.sg/table/TS/M891361,17/03/2024 20:28:35
Number And Enrolment In Kindergartens,Society,Community Services,Social and Family Services,https://tablebuilder.singstat.gov.sg/table/TS/M890711,17/03/2024 20:28:35
"Number, Capacity And Enrolment In Child Care Centres",Society,Community Services,Social and Family Services,https://tablebuilder.singstat.gov.sg/table/TS/M890701,17/03/2024 20:28:35
Comcare Schemes,Society,Community Services,Social Assistance and Support,https://tablebuilder.singstat.gov.sg/table/TS/M891241,17/03/2024 20:28:35
Home Ownership Plus Education Scheme Approvals,Society,Community Services,Social Assistance and Support,https://tablebuilder.singstat.gov.sg/table/TS/M890811,17/03/2024 20:28:35
Number Of Households On Comcare Long-Term Assistance By Gender Of Main Applicant,Society,Community Services,Social Assistance and Support,https://tablebuilder.singstat.gov.sg/table/TS/M891391,17/03/2024 20:28:35
